strategy,query,rank,chunk_id,port,date,distance,auto_relevance_0_2,manual_relevance_0_2
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,4,C_WIN_SENRK_0_2021-01-01,SENRK,2021-01-01,0.6715099811553955,1,
C,List AIS incident-like position jumps for MMSI events around 2021-01-01.,5,C_WIN_SESUS_0_2021-01-01,SESUS,2021-01-01,0.6854339241981506,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,1,C_WIN_LVVNT_45_2021-01-23,LVVNT,2021-01-23,0.4625716209411621,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,2,C_WIN_LVVNT_25_2021-01-13,LVVNT,2021-01-13,0.4641677141189575,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,3,C_WIN_LVVNT_40_2021-01-19,LVVNT,2021-01-19,0.4644407629966736,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,4,C_WIN_LVVNT_15_2021-01-09,LVVNT,2021-01-09,0.4665908217430115,1,
C,Were there unusual dwell-time outliers at LVVNT during January 2021?,5,C_WIN_LVVNT_50_2021-01-23,LVVNT,2021-01-23,0.4670097231864929,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,1,C_WIN_LVVNT_5_2021-01-03,LVVNT,2021-01-03,0.6303350911348131,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,2,C_WIN_LVVNT_10_2021-01-05,LVVNT,2021-01-05,0.6304327087939736,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,3,C_WIN_LVVNT_0_2021-01-01,LVVNT,2021-01-01,0.6312898377114573,1,
C,Summarize route activity from LVVNT to SEKOG style destinations in early 2021.,4,C_WIN_LVVNT_15_2021-01-09,LVVNT,2021-01-09,0.6333381987109874,1,
C,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,1,C_WIN_LVVNT_60_2021-01-27,LVVNT,2021-01-27,0.540662407875061,1,
C,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,2,C_WIN_LVVNT_85_2021-02-06,LVVNT,2021-02-06,0.5426276922225952,1,
C,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,3,C_WIN_LVVNT_45_2021-01-23,LVVNT,2021-01-23,0.5469604730606079,1,
C,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,4,C_WIN_LVVNT_75_2021-02-01,LVVNT,2021-02-01,0.5488380193710327,1,
C,What evidence indicates congestion pressure at LVVNT on Fridays in 2021?,5,C_WIN_LVVNT_135_2021-02-23,LVVNT,2021-02-23,0.5490956902503967,1,
